"Adresse : Ville","COLL_INSEE","ACCESSIBILITE _COMPTEUR","EMPLACEMENT_TYPE","FERMETURE_COMPTEUR","FERMETURE_DATE","TOURNEE_CODE","ANNEE_COMPTEUR","MARQUE_COMPTEUR","DIAMETRE_COMPTEUR","TYPE_COMPTEUR","POSE_DATE","Radio relève","ANCIEN_RELEVE_DATE","ANCIEN_INDEX","NOUVEAU_RELEVE-DATE","NOUVEAU_RELEVE","RELEVE_TYPE","CONSOMMATION","RELEVE_N-1_DATE","RELEVE_N-1","RELEVE_N-1_TYPE","CONSOMMATION","RELEVE_N-2_DATE","RELEVE_N-2","RELEVE_N-2_TYPE","CONSOMMATION","RELEVE_N-3_DATE","RELEVE_N-3","RELEVE_N-3_TYPE","CONSOMMATION_N-3","RELEVE_N-4_DATE","RELEVE_N-4","RELEVE_N-4_TYPE","CONSOMMATION_N-4","RELEVE_N-5_DATE","RELEVE_N-5","RELEVE_N-5_TYPE","CONSOMMATION_N-5","CONTRAT_ACTIF","OUVERTURE_CONTRAT_DATE","CLOTURE_CONTRAT_DATE"
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,70,2016,"Sappel",15,"Altair",16/11/2016,"Oui",02/05/2018,145,05/11/2018,190,"R",45,02/05/2018,145,"R",42,03/11/2017,103,"R",63,05/05/2017,40,"R",40,16/11/2016,0,"R",0,16/11/2016,756,"R",4,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,15,2007,"Sappel",15,"V3/V4 Tot Indu",03/03/2008,"Oui",28/08/2018,1322,26/02/2019,1349,"R",27,28/08/2018,1322,"R",48,26/02/2018,1274,"R",36,29/08/2017,1238,"R",85,02/03/2017,1153,"R",42,01/09/2016,1111,"R",59,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2016,"Sappel",15,"Altair",18/01/2016,"Oui",20/04/2018,154,29/10/2018,191,"R",37,20/04/2018,154,"R",29,25/10/2017,125,"R",38,26/04/2017,87,"R",31,24/10/2016,56,"R",41,13/04/2016,15,"R",15,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2005,"Kent",15,"KVM",05/01/2006,,14/05/2018,1075,14/11/2018,1097,"R",22,14/05/2018,1075,"R",41,07/11/2017,1034,"R",53,10/05/2017,981,"R",53,14/11/2016,928,"R",66,02/05/2016,862,"R",63,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,60,2004,"Kent",15,"KVM",17/06/2004,,18/04/2018,1200,17/10/2018,1241,"R",41,18/04/2018,1200,"R",37,20/10/2017,1163,"R",37,27/04/2017,1126,"R",39,17/10/2016,1087,"R",37,27/04/2016,1050,"R",37,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2011,"Sappel",15,"Altair",27/05/2011,"Oui",24/08/2018,927,22/02/2019,971,"R",44,24/08/2018,927,"R",58,23/02/2018,869,"R",58,28/08/2017,811,"R",65,28/02/2017,746,"R",57,30/08/2016,689,"R",66,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,70,2016,"Sappel",15,"Altair",17/05/2016,"Oui",27/04/2018,119,06/11/2018,154,"R",35,27/04/2018,119,"R",21,02/11/2017,98,"R",36,05/05/2017,62,"R",20,02/11/2016,42,"R",42,17/05/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,20,2016,"Sappel",15,"Altair",02/02/2016,"Oui",03/09/2018,910,04/03/2019,950,"R",40,03/09/2018,910,"R",48,05/03/2018,862,"R",47,04/09/2017,815,"R",55,08/03/2017,760,"R",10,04/01/2017,750,"R",694,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,10,2011,"Sappel",15,"Altair",25/02/2012,"Oui",21/08/2018,530,20/02/2019,557,"R",27,21/08/2018,530,"R",26,19/02/2018,504,"R",32,21/08/2017,472,"R",53,27/02/2017,419,"R",48,23/08/2016,371,"R",35,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2008,"Sappel",15,"Altair",05/03/2008,"Oui",14/09/2018,1083,11/03/2019,1135,"R",52,14/09/2018,1083,"R",57,09/03/2018,1026,"R",37,07/09/2017,989,"R",59,10/03/2017,930,"R",47,12/09/2016,883,"R",42,"Oui",02/05/2013,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2006,"Actaris",15,"Aquadis+",02/08/2006,,25/04/2018,711,30/10/2018,737,"R",26,25/04/2018,711,"R",19,27/10/2017,692,"R",26,03/05/2017,666,"R",19,27/10/2016,647,"R",35,14/04/2016,612,"R",21,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2013,"Sappel",15,"Altair",30/05/2014,"Oui",21/08/2018,275,21/02/2019,306,"R",31,21/08/2018,275,"R",36,19/02/2018,239,"R",32,21/08/2017,207,"R",31,20/02/2017,176,"R",31,22/08/2016,145,"R",26,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,40,2017,"Sappel",15,"Altair",22/08/2017,"Oui",21/09/2018,10,15/03/2019,14,"R",4,21/09/2018,10,"R",6,19/03/2018,4,"R",4,20/09/2017,0,"R",0,22/08/2017,0,"R",0,22/08/2017,66,"R",3,"Oui",22/07/2010,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2011,"Sappel",15,"Altair",09/06/2011,"Oui",25/09/2018,526,19/03/2019,537,"R",11,25/09/2018,526,"R",16,19/03/2018,510,"R",17,20/09/2017,493,"R",7,30/03/2017,486,"R",21,20/09/2016,465,"R",4,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",26/01/2011,40,1999,"Socam",15,610,11/01/2000,,21/09/2018,595,15/03/2019,595,"R",0,21/09/2018,595,"R",0,19/03/2018,595,"R",0,20/09/2017,595,"R",0,27/03/2017,595,"R",0,20/09/2016,595,"R",0,,01/01/2010,31/07/2010
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2016,"Sappel",15,"Altair",21/09/2016,"Oui",21/09/2018,78,15/03/2019,97,"R",19,21/09/2018,78,"R",1,07/09/2018,77,"U",0,28/08/2018,77,"U",11,19/03/2018,66,"R",13,20/09/2017,53,"R",18,"Oui",07/09/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2016,"Sappel",15,"Altair",13/01/2017,"Oui",31/12/2018,90,15/03/2019,90,"R",0,31/12/2018,90,"U",19,21/09/2018,71,"R",42,19/03/2018,29,"R",29,22/09/2017,0,"U",0,27/03/2017,0,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2010,"Sappel",15,"Altair",26/09/2010,"Oui",21/09/2018,2123,15/03/2019,2246,"R",123,21/09/2018,2123,"R",117,27/03/2018,2006,"R",0,26/03/2018,2006,"R",206,19/03/2018,1800,"R",-125,02/10/2017,1925,"E",125,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,40,2013,"Sappel",15,"Altair",23/04/2014,"Oui",21/09/2018,632,15/03/2019,702,"R",70,21/09/2018,632,"R",71,19/03/2018,561,"R",74,20/09/2017,487,"R",71,27/03/2017,416,"R",63,20/09/2016,353,"R",71,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2014,"Sappel",15,"Altair",05/03/2015,"Oui",21/09/2018,107,15/03/2019,123,"R",16,21/09/2018,107,"R",17,19/03/2018,90,"R",15,20/09/2017,75,"R",16,28/03/2017,59,"R",15,20/09/2016,44,"R",14,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2015,"Sappel",15,"Altair",23/09/2015,"Oui",24/09/2018,255,15/03/2019,295,"R",40,24/09/2018,255,"R",47,19/03/2018,208,"R",44,20/09/2017,164,"R",41,28/03/2017,123,"R",18,26/12/2016,105,"R",22,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2016,"Sappel",15,"Altair",30/03/2017,"Oui",24/09/2018,56,15/03/2019,73,"R",17,24/09/2018,56,"R",19,19/03/2018,37,"R",18,20/09/2017,19,"R",19,30/03/2017,0,"R",0,30/03/2017,922,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2012,"Sappel",15,"Altair",12/04/2013,"Oui",24/09/2018,94,19/03/2019,103,"R",9,24/09/2018,94,"R",17,19/03/2018,77,"R",10,20/09/2017,67,"R",14,28/03/2017,53,"R",1,20/09/2016,52,"R",10,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2015,"Sappel",15,"Altair",07/07/2015,"Oui",30/03/2018,113,01/10/2018,128,"R",15,30/03/2018,113,"R",14,29/09/2017,99,"R",15,05/04/2017,84,"R",13,28/10/2016,71,"R",0,28/09/2016,71,"R",0,"Oui",28/10/2016,
"DIGNE LES BAINS","04070","Non",,"Non",,10,2016,"Sappel",15,"Altair",24/02/2016,"Oui",21/08/2018,380,19/02/2019,461,"R",81,21/08/2018,380,"R",78,19/02/2018,302,"R",93,23/08/2017,209,"R",76,20/02/2017,133,"R",75,24/08/2016,58,"R",58,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,70,2014,"Sappel",15,"Altair",26/02/2015,"Oui",02/05/2018,247,06/11/2018,273,"R",26,02/05/2018,247,"R",34,03/11/2017,213,"R",33,09/05/2017,180,"R",45,03/11/2016,135,"R",35,19/04/2016,100,"R",33,"Oui",04/11/2014,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2007,"Sappel",15,"Altair",01/06/2007,"Oui",10/04/2018,1732,12/10/2018,1787,"R",55,10/04/2018,1732,"R",70,12/10/2017,1662,"R",70,19/04/2017,1592,"R",82,04/10/2016,1510,"R",64,24/03/2016,1446,"R",57,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,30,2014,"Sappel",15,"Altair",19/02/2015,"Oui",17/09/2018,90,08/03/2019,100,"R",10,17/09/2018,90,"R",13,13/03/2018,77,"R",13,07/09/2017,64,"R",15,15/03/2017,49,"R",14,15/09/2016,35,"R",14,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2012,"Sappel",15,"Altair",05/12/2012,"Oui",03/09/2018,44,28/02/2019,44,"R",0,03/09/2018,44,"R",5,27/02/2018,39,"R",0,01/09/2017,39,"R",8,07/03/2017,31,"R",1,02/09/2016,30,"R",9,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2018,"Sappel",15,"Altair",20/10/2018,"Oui",20/10/2018,0,20/10/2018,0,"R",0,20/10/2018,691,"R",-7,10/10/2018,698,"R",34,10/04/2018,664,"R",29,13/10/2017,635,"R",25,12/04/2017,610,"R",21,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2018,"Sappel",15,"Altair",19/02/2019,"Oui",19/02/2019,0,25/02/2019,1,"R",1,19/02/2019,0,"R",0,19/02/2019,1295,"R",28,28/08/2018,1267,"R",37,23/02/2018,1230,"R",36,28/08/2017,1194,"R",37,"Oui",03/09/2012,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2015,"Sappel",15,"Altair",02/12/2015,"Oui",22/08/2018,159,19/02/2019,184,"R",25,22/08/2018,159,"R",28,16/02/2018,131,"R",27,17/08/2017,104,"R",30,15/02/2017,74,"R",28,22/08/2016,46,"R",24,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2013,"Sappel",15,"Altair",13/01/2014,"Oui",27/09/2018,257,26/03/2019,266,"R",9,27/09/2018,257,"R",14,27/03/2018,243,"R",1,26/09/2017,242,"R",24,30/03/2017,218,"R",32,27/09/2016,186,"R",40,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2016,"Sappel",15,"Altair",25/02/2016,"Oui",13/09/2018,498,07/03/2019,605,"R",107,13/09/2018,498,"R",105,08/03/2018,393,"R",107,07/09/2017,286,"R",98,10/03/2017,188,"R",101,12/09/2016,87,"R",64,"Oui",12/02/2014,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2012,"Sappel",15,"Altair",07/09/2012,,14/09/2018,364,12/03/2019,407,"R",43,14/09/2018,364,"R",5,20/08/2018,359,"U",1,31/07/2018,358,"U",18,13/03/2018,340,"R",24,08/09/2017,316,"R",27,"Oui",20/08/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2008,"Sappel",15,"V3/V4 Tot Indu",21/02/2008,,14/09/2018,1385,12/03/2019,1445,"R",60,14/09/2018,1385,"R",70,13/03/2018,1315,"R",68,12/09/2017,1247,"R",64,17/03/2017,1183,"R",59,12/09/2016,1124,"R",52,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2012,"Sappel",15,"Altair",03/05/2012,"Oui",14/09/2018,549,12/03/2019,619,"R",70,14/09/2018,549,"R",63,13/03/2018,486,"R",61,07/09/2017,425,"R",52,20/03/2017,373,"R",52,12/09/2016,321,"R",39,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2015,"Sappel",15,"Altair",05/06/2015,"Oui",17/05/2018,92,14/11/2018,103,"R",11,17/05/2018,92,"R",14,09/11/2017,78,"R",13,11/05/2017,65,"R",12,08/11/2016,53,"R",13,03/05/2016,40,"R",13,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","JARDIN","Non",,75,2016,"Sappel",15,"Altair",16/06/2016,"Oui",16/05/2018,57,13/11/2018,60,"R",3,16/05/2018,57,"R",2,09/11/2017,55,"R",15,10/05/2017,40,"R",0,07/11/2016,40,"R",40,16/06/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,75,2006,"Sappel",15,"Altair",16/05/2006,"Oui",16/05/2018,2498,13/11/2018,2544,"R",46,16/05/2018,2498,"R",62,09/11/2017,2436,"R",76,10/05/2017,2360,"R",41,07/11/2016,2319,"R",103,02/05/2016,2216,"R",48,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Oui",22/02/2010,55,1999,"Socam",15,610,06/01/2000,,10/04/2018,94,03/10/2018,94,"R",0,10/04/2018,94,"R",0,12/10/2017,94,"R",0,11/04/2017,94,"R",0,17/09/2015,94,"R",0,01/04/2015,94,"R",0,,02/09/2009,22/02/2010
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2014,"Sappel",15,"Altair",10/04/2014,"Oui",26/09/2018,821,26/03/2019,913,"R",92,26/09/2018,821,"R",88,22/03/2018,733,"R",83,26/09/2017,650,"R",95,30/03/2017,555,"R",98,26/09/2016,457,"R",110,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2012,"Sappel",15,"Altair",06/02/2013,"Oui",26/09/2018,176,26/03/2019,189,"R",13,26/09/2018,176,"R",17,28/03/2018,159,"R",15,26/09/2017,144,"R",14,03/04/2017,130,"R",5,10/02/2017,125,"R",11,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2013,"Sappel",15,"Altair",22/04/2013,"Oui",26/09/2018,428,26/03/2019,465,"R",37,26/09/2018,428,"R",42,22/03/2018,386,"R",37,26/09/2017,349,"R",40,31/03/2017,309,"R",39,26/09/2016,270,"R",42,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,45,2012,"Sappel",15,"Altair",06/12/2012,"Oui",28/09/2018,182,26/03/2019,195,"R",13,28/09/2018,182,"R",16,29/03/2018,166,"R",11,28/09/2017,155,"R",14,30/03/2017,141,"R",14,26/09/2016,127,"R",19,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2012,"Sappel",15,"Altair",23/01/2013,"Oui",26/09/2018,1173,26/03/2019,1278,"R",105,26/09/2018,1173,"R",87,22/03/2018,1086,"R",95,27/09/2017,991,"R",72,30/03/2017,919,"R",69,26/09/2016,850,"R",97,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2006,"Sappel",15,"Altair",24/01/2007,,08/11/2018,308,26/03/2019,324,"R",16,08/11/2018,308,"R",6,27/09/2018,302,"R",49,26/03/2018,253,"R",14,27/09/2017,239,"R",8,04/04/2017,231,"R",11,"Oui",29/05/2014,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2018,"Sappel",15,"Altair",07/06/2018,"Oui",27/09/2018,18,26/03/2019,42,"R",24,27/09/2018,18,"R",18,07/06/2018,0,"R",0,07/06/2018,540,"R",8,26/03/2018,532,"R",22,26/09/2017,510,"R",24,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2018,"Sappel",15,"Altair",07/06/2018,"Oui",27/09/2018,0,26/03/2019,2,"R",2,27/09/2018,0,"R",0,07/06/2018,0,"R",0,07/06/2018,70,"R",0,26/03/2018,70,"R",0,26/09/2017,70,"R",1,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2015,"Sappel",15,"Altair",24/07/2015,"Oui",28/08/2018,157,25/02/2019,188,"R",31,28/08/2018,157,"R",28,22/02/2018,129,"R",21,24/08/2017,108,"R",26,01/03/2017,82,"R",33,29/08/2016,49,"R",22,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2015,"Sappel",15,"Altair",24/07/2015,"Oui",28/08/2018,506,25/02/2019,564,"R",58,28/08/2018,506,"R",84,22/02/2018,422,"R",68,24/08/2017,354,"R",121,01/03/2017,233,"R",65,29/08/2016,168,"R",98,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,75,2011,"Sappel",15,"Altair V4",20/12/2011,"Oui",16/05/2018,140,20/11/2018,144,"R",4,16/05/2018,140,"R",12,07/11/2017,128,"R",12,12/05/2017,116,"R",9,09/11/2016,107,"R",11,04/05/2016,96,"R",15,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2015,"Sappel",15,"Altair",01/03/2016,"Oui",20/09/2018,696,13/03/2019,855,"R",159,20/09/2018,696,"R",157,15/03/2018,539,"R",120,14/09/2017,419,"R",127,23/03/2017,292,"R",127,19/09/2016,165,"R",165,"Oui",01/01/2013,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2008,"Actaris",15,"Aquadis+",28/08/2008,,29/08/2018,421,26/02/2019,442,"R",21,29/08/2018,421,"R",22,26/02/2018,399,"R",16,28/08/2017,383,"R",21,01/03/2017,362,"R",24,30/08/2016,338,"R",20,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2010,"Sappel",15,"Altair",10/01/2011,"Oui",31/08/2018,315,27/02/2019,332,"R",17,31/08/2018,315,"R",19,27/02/2018,296,"R",16,30/08/2017,280,"R",16,06/03/2017,264,"R",15,06/09/2016,249,"R",19,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2011,"Sappel",15,"Altair",19/12/2011,"Oui",31/08/2018,311,27/02/2019,334,"R",23,31/08/2018,311,"R",24,27/02/2018,287,"R",23,30/08/2017,264,"R",22,06/03/2017,242,"R",21,06/09/2016,221,"R",29,"Oui",03/07/2012,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2011,"Sappel",15,"Altair",07/07/2011,"Oui",31/08/2018,729,27/02/2019,773,"R",44,31/08/2018,729,"R",44,27/02/2018,685,"R",43,30/08/2017,642,"R",54,06/03/2017,588,"R",39,06/09/2016,549,"R",54,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2016,"Sappel",15,"Altair",03/06/2016,"Oui",31/08/2018,101,27/02/2019,131,"R",30,31/08/2018,101,"R",25,27/02/2018,76,"R",23,30/08/2017,53,"R",20,06/03/2017,33,"R",21,06/09/2016,12,"R",12,"Oui",17/07/2012,
"DIGNE LES BAINS","04070","Non",,"Oui",21/12/2018,20,2016,"Sappel",60,"Altair",13/09/2017,"Oui",21/12/2018,828,27/02/2019,828,"R",0,21/12/2018,828,"R",9,01/10/2018,819,"R",741,31/08/2018,78,"R",38,27/02/2018,40,"R",40,13/09/2017,0,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2007,"Sappel",15,"Altair",26/06/2007,"Oui",31/08/2018,1314,27/02/2019,1377,"R",63,31/08/2018,1314,"R",66,27/02/2018,1248,"R",64,30/08/2017,1184,"R",64,06/03/2017,1120,"R",71,06/09/2016,1049,"R",87,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,60,2013,"Sappel",15,"Altair",02/08/2013,"Oui",17/04/2018,13,16/10/2018,13,"R",0,17/04/2018,13,"R",0,17/10/2017,13,"R",0,21/04/2017,13,"R",0,10/10/2016,13,"R",0,27/04/2016,13,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,65,2014,"Sappel",15,"Altair",06/05/2015,"Oui",20/04/2018,305,24/10/2018,369,"R",64,20/04/2018,305,"R",47,24/10/2017,258,"R",52,26/04/2017,206,"R",51,17/10/2016,155,"R",48,13/04/2016,107,"R",59,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,35,2015,"Sappel",15,"Altair",30/03/2016,"Oui",19/09/2018,223,14/03/2019,259,"R",36,19/09/2018,223,"R",45,15/03/2018,178,"R",42,13/09/2017,136,"R",41,22/03/2017,95,"R",45,16/09/2016,50,"R",50,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2010,"Sappel",15,"Altair",14/09/2010,"Oui",26/09/2018,1333,26/03/2019,1480,"R",147,26/09/2018,1333,"R",134,22/03/2018,1199,"R",136,27/09/2017,1063,"R",98,03/04/2017,965,"R",97,26/09/2016,868,"R",144,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2017,"Sappel",15,"Altair",18/05/2018,"Oui",18/05/2018,0,24/10/2018,59,"R",59,18/05/2018,0,"R",0,18/05/2018,369,"R",8,24/04/2018,361,"R",50,25/10/2017,311,"R",80,27/04/2017,231,"R",76,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,30,2011,"Sappel",15,"Altair",24/02/2012,"Oui",17/09/2018,1364,12/03/2019,1429,"R",65,17/09/2018,1364,"R",192,13/03/2018,1172,"R",74,07/09/2017,1098,"R",106,13/03/2017,992,"R",82,13/09/2016,910,"R",50,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2010,"Sappel",15,"Altair",20/01/2011,"Oui",06/09/2018,404,06/03/2019,430,"R",26,06/09/2018,404,"R",23,02/03/2018,381,"R",17,05/09/2017,364,"R",22,09/03/2017,342,"R",22,08/09/2016,320,"R",27,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2011,"Sappel",15,"Altair",29/02/2012,"Oui",12/09/2018,439,06/03/2019,469,"R",30,12/09/2018,439,"U",0,06/09/2018,439,"R",0,14/08/2018,439,"R",0,13/08/2018,439,"U",24,02/03/2018,415,"R",15,"Oui",12/09/2018,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2007,"Sappel",15,"Altair",22/02/2008,"Oui",06/09/2018,122,06/03/2019,126,"R",4,06/09/2018,122,"R",5,02/03/2018,117,"R",4,05/09/2017,113,"R",5,09/03/2017,108,"R",5,08/09/2016,103,"R",4,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2010,"Sappel",15,"Altair V4",16/02/2011,"Oui",06/09/2018,10,06/03/2019,150,"R",140,06/09/2018,10,"R",0,02/03/2018,10,"R",0,05/09/2017,10,"R",0,09/03/2017,10,"R",0,08/09/2016,10,"R",1,"Oui",01/07/2016,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2015,"Sappel",15,"Altair",13/04/2015,"Oui",10/04/2018,329,09/10/2018,375,"R",46,10/04/2018,329,"R",50,10/10/2017,279,"R",55,20/04/2017,224,"R",50,26/10/2016,174,"R",7,05/10/2016,167,"R",14,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2018,"Sappel",15,"Altair",11/12/2018,"Oui",11/12/2018,0,11/12/2018,0,"R",0,11/12/2018,302,"R",11,09/10/2018,291,"R",31,10/04/2018,260,"R",24,11/10/2017,236,"R",27,14/04/2017,209,"R",28,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2011,"Sappel",15,"Altair",13/07/2011,"Oui",10/04/2018,468,09/10/2018,497,"R",29,10/04/2018,468,"R",30,10/10/2017,438,"R",30,13/04/2017,408,"R",60,05/10/2016,348,"R",40,23/03/2016,308,"R",35,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2011,"Sappel",15,"Altair",10/06/2011,"Oui",10/04/2018,299,09/10/2018,322,"R",23,10/04/2018,299,"R",12,10/10/2017,287,"R",25,13/04/2017,262,"R",15,05/10/2016,247,"R",27,23/03/2016,220,"R",11,"Oui",12/02/2011,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2011,"Sappel",15,"Altair",10/06/2011,"Oui",10/04/2018,80,09/10/2018,81,"R",1,10/04/2018,80,"R",1,10/10/2017,79,"R",3,13/04/2017,76,"R",7,05/10/2016,69,"R",4,23/03/2016,65,"R",5,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,55,2013,"Sappel",15,"Altair",03/04/2014,"Oui",10/04/2018,11,09/10/2018,13,"R",2,10/04/2018,11,"R",1,13/10/2017,10,"R",1,12/04/2017,9,"R",2,06/10/2016,7,"R",1,25/03/2016,6,"R",2,"Oui",01/01/2011,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2010,"Sappel",15,"Altair",12/08/2010,"Oui",11/04/2018,653,09/10/2018,679,"R",26,11/04/2018,653,"R",37,13/10/2017,616,"R",31,13/04/2017,585,"R",20,06/10/2016,565,"R",22,29/03/2016,543,"R",31,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2016,"Sappel",15,"Altair",11/01/2017,"Oui",11/04/2018,88,09/10/2018,124,"R",36,11/04/2018,88,"R",35,13/10/2017,53,"R",36,13/04/2017,17,"R",17,11/01/2017,0,"R",0,11/01/2017,782,"R",19,"Oui",03/04/2012,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2011,"Sappel",15,"Altair",31/01/2012,"Oui",11/04/2018,126,09/10/2018,132,"R",6,11/04/2018,126,"R",6,13/10/2017,120,"R",6,13/04/2017,114,"R",8,06/10/2016,106,"R",10,29/03/2016,96,"R",14,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2015,"Sappel",15,"Altair",27/11/2017,"Oui",10/04/2018,0,09/10/2018,0,"R",0,10/04/2018,0,"R",0,27/11/2017,0,"R",0,27/11/2017,145,"R",0,13/10/2017,145,"R",0,12/04/2017,145,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2002,"Socam",15,610,30/12/2002,,14/09/2018,1679,12/03/2019,1737,"R",58,14/09/2018,1679,"R",50,13/03/2018,1629,"R",57,08/09/2017,1572,"R",54,17/03/2017,1518,"R",64,12/09/2016,1454,"R",42,"Oui",02/09/2009,
