perimetre;nature;date;heure;date_heure;consommation;prevision_j1;prevision_j;fioul;charbon;gaz;nucleaire;eolien;solaire;hydraulique;pompage;bioenergies;ech_physiques;taux_co2;ech_comm_angleterre;ech_comm_espagne;ech_comm_italie;ech_comm_suisse;ech_comm_allemagne_belgique;fioul_tac;fioul_cogen;fioul_autres;gaz_tac;gaz_cogen;gaz_ccg;gaz_autres;hydraulique_fil_eau_eclusee;hydraulique_lacs;hydraulique_step_turbinage;bioenergies_dechets;bioenergies_biomasse;bioenergies_biogaz
France;Données temps réel;2022-01-08;16:15;2022-01-08T16:15:00+01:00;62322;62150;62100;211;1169;3641;45233;13216;666;6672;-2698;880;-6668;48;;;;;;0;31;180;0;2555;1087;1;5509;864;299;240;354;284
France;Données temps réel;2022-01-08;16:45;2022-01-08T16:45:00+01:00;62824;62100;62000;213;1181;3728;45816;13319;345;6825;-1968;878;-7513;48;;;;;;2;31;180;0;2556;1172;1;5605;898;322;239;354;284
France;Données temps réel;2022-01-08;17:45;2022-01-08T17:45:00+01:00;65970;65250;65050;213;1220;3811;46292;13360;194;7799;-1400;876;-6395;48;;;;;;2;31;180;0;2588;1224;1;6130;823;846;234;357;284
France;Données temps réel;2022-01-08;18:00;2022-01-08T18:00:00+01:00;66679;66200;66000;213;1223;3788;46631;13288;190;7744;-889;872;-6381;47;-2014;-2590;-3192;-3200;4628;2;31;180;0;2589;1199;1;6148;795;801;237;352;284
France;Données temps réel;2022-01-08;21:00;2022-01-08T21:00:00+01:00;63841;63100;62500;213;1108;3601;46515;13404;0;6366;-1529;871;-6708;46;-2014;-2587;-3156;-3200;4231;2;31;180;0;2563;1039;1;5524;731;111;234;353;284
France;Données temps réel;2022-01-08;21:15;2022-01-08T21:15:00+01:00;63440;62450;61850;213;1161;3093;46451;13539;0;6711;-1582;871;-7017;43;;;;;;2;31;180;0;2564;530;1;5467;1101;143;235;351;284
France;Données temps réel;2022-01-08;21:30;2022-01-08T21:30:00+01:00;62541;61800;61200;211;1205;2875;46615;13334;0;6441;-2303;858;-6695;43;-2014;-2587;-3156;-3200;4231;0;31;180;0;2559;316;1;5393;1048;0;233;349;284
France;Données temps réel;2022-01-08;22:00;2022-01-08T22:00:00+01:00;61744;60800;60100;213;1146;2862;46198;13532;0;6243;-2299;872;-7023;43;-2014;-2590;-3084;-3180;4506;2;31;180;0;2557;305;1;5347;896;0;235;351;284
France;Données temps réel;2022-01-08;22:15;2022-01-08T22:15:00+01:00;62086;61450;60750;212;1167;2797;46389;13275;0;6284;-1892;870;-7016;43;;;;;;1;31;180;0;2517;280;1;5318;966;0;236;350;284
France;Données temps réel;2022-01-09;02:45;2022-01-09T02:45:00+01:00;56820;56050;57150;202;678;2763;42731;12441;0;5533;-3372;874;-5030;39;;;;;;1;21;180;0;2504;259;1;5126;407;0;241;352;284
France;Données temps réel;2022-01-09;03:15;2022-01-09T03:15:00+01:00;55704;54650;55850;203;678;2828;43029;12221;0;5649;-3382;881;-6403;40;;;;;;2;21;180;0;2507;321;1;5161;488;0;244;353;284
France;Données temps réel;2022-01-09;04:15;2022-01-09T04:15:00+01:00;54135;52950;54350;199;673;2855;42784;11409;0;5632;-3614;880;-6683;41;;;;;;0;21;180;0;2508;347;1;5131;501;0;242;354;284
France;Données temps réel;2022-01-09;04:30;2022-01-09T04:30:00+01:00;53847;52900;54000;199;673;2850;42543;11297;0;5634;-3613;879;-6615;41;-1718;2171;-2375;-3200;-1648;0;21;180;0;2507;344;1;5131;503;0;241;353;284
France;Données temps réel;2022-01-09;06:45;2022-01-09T06:45:00+01:00;55546;54350;55800;199;671;2856;44189;8856;0;6428;-2830;878;-5701;40;;;;;;0;21;180;0;2521;335;1;5164;1264;0;241;353;284
France;Données temps réel;2022-01-09;07:30;2022-01-09T07:30:00+01:00;56458;55400;56600;203;702;2874;44757;8445;0;6217;-3237;878;-4381;41;-1449;2848;-3363;-3200;575;2;21;180;0;2537;338;1;5204;1013;0;238;353;284
France;Données temps réel;2022-01-09;08:00;2022-01-09T08:00:00+01:00;57716;56400;57700;203;670;2839;44913;8281;183;6244;-2996;883;-3504;40;-2014;2727;-3352;-3195;3471;2;21;180;0;2501;338;1;5284;960;0;243;356;284
France;Données temps réel;2022-01-09;08:45;2022-01-09T08:45:00+01:00;58884;57650;58850;202;668;2829;44574;7758;276;6271;-2242;868;-2320;40;;;;;;1;21;180;0;2502;328;1;5351;919;1;236;350;284
France;Données temps réel;2022-01-09;09:30;2022-01-09T09:30:00+01:00;60931;60000;60900;203;739;2858;44906;7002;644;6246;-2404;880;-143;42;-1359;3192;-3400;-3200;5107;2;21;180;0;2542;316;1;5438;806;2;243;353;284
France;Données temps réel;2022-01-09;10:30;2022-01-09T10:30:00+01:00;63323;62800;63300;202;1128;2909;45897;6242;1201;6521;-2435;877;781;47;-2014;2925;-2906;-3200;6020;1;21;180;0;2537;372;1;5469;913;139;242;351;284
France;Données temps réel;2022-01-09;11:30;2022-01-09T11:30:00+01:00;65169;64200;65200;203;1143;3259;46151;5397;1903;6464;-2345;875;2119;49;-2014;3052;-2555;-2400;6470;2;21;180;0;2530;729;1;5458;725;281;236;353;284
France;Données temps réel;2022-01-09;13:15;2022-01-09T13:15:00+01:00;67206;66000;67650;203;1171;4095;46565;4755;1996;8896;-1607;874;258;52;;;;;;2;21;180;0;2533;1562;1;5830;2752;314;236;354;284
France;Données temps réel;2022-01-09;13:45;2022-01-09T13:45:00+01:00;64839;63450;65150;203;1143;4003;46897;4732;1593;8506;-1953;862;-1147;52;;;;;;2;21;180;0;2535;1468;1;5812;2425;269;232;348;284
France;Données temps réel;2022-01-09;14:00;2022-01-09T14:00:00+01:00;64196;62600;64300;203;1140;4028;47235;4551;1531;8486;-1947;860;-1891;52;-2003;3052;-2574;-3178;3588;2;21;180;0;2536;1492;1;5841;2371;274;230;344;284
France;Données temps réel;2022-01-09;14:15;2022-01-09T14:15:00+01:00;63783;62500;63500;203;1150;4077;47417;4366;1431;7794;-1640;859;-1874;53;;;;;;2;21;180;0;2537;1540;1;5721;2072;1;235;342;284
France;Données temps réel;2022-01-09;15:15;2022-01-09T15:15:00+01:00;61559;59850;61300;203;1204;4602;47622;3612;877;5933;-1711;865;-1648;59;;;;;;2;21;180;0;2515;2088;1;5615;317;1;237;345;284
France;Données temps réel;2022-01-09;16:45;2022-01-09T16:45:00+01:00;61245;59950;61350;203;1147;5448;47524;2794;244;8119;-279;861;-4816;61;;;;;;2;21;180;0;2518;2931;1;5948;1708;463;238;344;284
France;Données temps réel;2022-01-09;17:00;2022-01-09T17:00:00+01:00;61567;60300;61700;202;1148;5670;47586;2672;229;8450;-282;868;-4976;62;-2014;3006;-2759;-2763;-75;1;21;180;0;2515;3156;1;6043;1831;576;238;349;284
France;Données temps réel;2022-01-09;17:30;2022-01-09T17:30:00+01:00;63659;62000;63400;203;1204;6538;47914;2582;183;9571;-79;873;-5330;66;-2014;3006;-2759;-2763;-131;2;21;180;0;2533;4005;1;6315;2280;976;240;348;284
France;Données temps réel;2022-01-09;18:30;2022-01-09T18:30:00+01:00;67510;67000;68300;202;1252;7422;48099;2457;0;10222;-21;863;-2986;71;-2014;3006;-2942;-2152;1954;1;21;180;0;2546;4877;1;6578;2426;1218;239;346;284
France;Données temps réel;2022-01-09;20:45;2022-01-09T20:45:00+01:00;65962;64250;65800;203;1156;7452;48150;1955;0;8059;-20;863;-1856;72;;;;;;2;21;180;0;2559;4893;1;6360;1100;599;235;347;284
France;Données temps réel;2022-01-09;21:15;2022-01-09T21:15:00+01:00;64694;62750;64350;203;1160;7496;48081;1863;0;7622;-97;866;-2500;73;;;;;;2;21;180;0;2560;4936;1;6423;945;254;231;345;284
France;Données temps réel;2022-01-09;21:30;2022-01-09T21:30:00+01:00;63722;62000;63600;203;1148;7457;47990;1803;0;7416;-98;856;-3053;73;-2014;1378;-3136;-3200;4975;2;21;180;0;2562;4896;1;6263;927;226;228;345;284
France;Données temps réel;2022-01-09;22:30;2022-01-09T22:30:00+01:00;63446;61200;62700;202;1186;7434;47404;1546;0;8168;-825;853;-2522;75;-2009;3006;-2692;-2818;3021;1;21;180;0;2562;4872;1;6157;1679;332;233;342;284
France;Données temps réel;2022-01-10;02:15;2022-01-10T02:15:00+01:00;60608;58700;60200;211;1159;5935;47879;1248;0;6215;-2192;854;-701;70;;;;;;0;31;180;0;2568;3367;1;5681;534;0;234;342;284
France;Données temps réel;2022-01-10;02:30;2022-01-10T02:30:00+01:00;59507;58200;59800;212;1140;5474;47973;1272;0;6118;-2633;861;-910;67;-1330;2396;-254;-2448;1204;1;31;180;0;2568;2906;1;5630;488;0;237;344;284
France;Données temps réel;2022-01-10;02:45;2022-01-10T02:45:00+01:00;58874;57400;59100;212;961;5381;48007;1246;0;5915;-2973;861;-736;64;;;;;;1;31;180;0;2567;2815;1;5559;356;0;234;345;284
France;Données temps réel;2022-01-10;03:30;2022-01-10T03:30:00+01:00;57191;55900;57300;212;732;5534;48178;1179;0;6050;-2960;856;-2590;61;-1023;2388;-1103;-2945;-45;1;31;180;0;2572;2962;1;5557;493;0;230;345;284
France;Données temps réel;2022-01-10;04:30;2022-01-10T04:30:00+01:00;56816;55500;57000;213;964;5720;48260;1154;0;6117;-3310;873;-3175;67;-642;2699;-2074;-3014;-231;2;31;180;0;2587;3133;1;5638;479;0;233;359;284
France;Données temps réel;2022-01-10;05:30;2022-01-10T05:30:00+01:00;59582;58400;60400;213;1321;7043;48494;1244;0;6407;-1649;876;-4367;77;716;2435;-2226;-2950;-2193;2;31;180;0;2603;4440;1;5785;621;1;231;354;284
France;Données temps réel;2022-01-10;05:45;2022-01-10T05:45:00+01:00;60795;59600;61150;213;1364;7290;48551;1267;0;6501;-1103;866;-4154;78;;;;;;2;31;180;0;2609;4681;1;5747;753;1;226;357;284
France;Données temps réel;2022-01-10;07:30;2022-01-10T07:30:00+01:00;71280;71100;71500;213;1632;8657;48734;1396;0;11714;-20;871;-1917;81;1302;3052;-1973;-2593;-1820;2;31;180;323;2739;5594;1;6483;3432;1799;230;358;284
France;Données temps réel;2022-01-10;08:15;2022-01-10T08:15:00+01:00;73889;73400;73900;213;1735;8727;48724;1446;204;13347;-20;874;-1361;80;;;;;;2;31;180;332;2792;5602;1;6550;3889;2908;227;363;284
France;Données temps réel;2022-01-10;08:30;2022-01-10T08:30:00+01:00;74236;73800;74200;213;1752;8758;48739;1432;238;13792;-20;872;-1540;80;2;2888;-372;-1745;-2027;2;31;180;336;2790;5631;1;6519;3959;3314;228;359;284
France;Données temps réel;2022-01-10;09:00;2022-01-10T09:00:00+01:00;74335;74200;74200;213;1833;8791;48714;1541;299;13788;-20;868;-1692;81;-252;2782;68;-1827;-2049;2;31;180;341;2793;5656;1;6755;3921;3112;225;359;284
France;Données temps réel;2022-01-10;09:45;2022-01-10T09:45:00+01:00;75006;74700;74950;212;1832;8810;48714;1584;742;13732;-20;863;-1463;81;;;;;;1;31;180;345;2799;5665;1;6681;3868;3183;227;359;284
France;Données temps réel;2022-01-10;11:30;2022-01-10T11:30:00+01:00;75722;74900;75700;213;1845;8840;48707;1569;1951;13614;-45;864;-1836;80;100;2728;-556;-2220;-1150;2;31;180;345;2787;5707;1;6618;4112;2884;221;357;284
France;Données temps réel;2022-01-10;12:30;2022-01-10T12:30:00+01:00;76490;74500;76200;212;1839;8961;48693;1452;2278;13508;-65;863;-1251;80;183;2728;-485;-1470;-952;1;31;180;347;2814;5799;1;6631;4201;2676;228;359;284
France;Données temps réel;2022-01-10;12:45;2022-01-10T12:45:00+01:00;77271;75150;76850;213;1841;8997;48657;1462;2296;13491;-77;868;-477;81;;;;;;2;31;180;346;2819;5831;1;6656;4379;2456;228;357;284
France;Données temps réel;2022-01-10;15:00;2022-01-10T15:00:00+01:00;72083;70800;71700;213;1838;9053;48667;1545;1708;12002;-69;871;-3745;83;221;2636;-2384;-3200;-986;2;31;180;334;2775;5943;1;6497;3980;1525;226;360;284
France;Données temps réel;2022-01-10;17:00;2022-01-10T17:00:00+01:00;71469;70500;71500;213;1834;9198;48740;1747;253;12427;-32;873;-3784;84;563;2636;-2110;-2918;-1373;2;31;180;348;2781;6068;1;6680;3849;1898;231;362;284
France;Données temps réel;2022-01-10;19:30;2022-01-10T19:30:00+01:00;77430;76600;77700;212;1831;9128;48706;2203;0;14623;-32;875;-116;81;1183;2574;35;-2946;-591;1;31;180;351;2816;5960;1;7109;4257;3257;233;362;284
France;Données temps réel;2022-01-10;19:45;2022-01-10T19:45:00+01:00;76360;75550;76650;212;1832;9061;48690;2282;0;14131;-32;874;-690;81;;;;;;1;31;180;352;2821;5887;1;7042;4121;2968;231;363;284
France;Données temps réel;2022-01-10;20:00;2022-01-10T20:00:00+01:00;75081;74500;75600;213;1832;9005;48679;2324;0;13973;-32;878;-1791;81;1110;23;-717;-2764;375;2;31;180;353;2817;5834;1;7124;4039;2810;235;357;284
France;Données temps réel;2022-01-10;21:00;2022-01-10T21:00:00+01:00;70631;70100;71200;212;1831;8904;48774;2461;0;10171;-32;885;-2575;85;1977;-2067;-433;-3044;2178;1;31;180;317;2764;5822;1;6649;2086;1436;237;365;284
France;Données temps réel;2022-01-10;21:15;2022-01-10T21:15:00+01:00;69805;69100;70200;213;1756;8473;48719;2381;0;8907;-32;890;-1502;84;;;;;;2;31;180;33;2761;5678;1;6477;1382;1048;241;363;284
France;Données temps réel;2022-01-10;22:00;2022-01-10T22:00:00+01:00;67290;66500;67600;213;1697;7830;48591;2509;0;7673;-208;886;-1901;81;2014;-1138;-2062;-3108;2852;2;31;180;0;2766;5064;1;6287;974;412;234;363;284
France;Données temps réel;2022-01-10;23:15;2022-01-10T23:15:00+01:00;68920;69350;70550;212;1625;8043;47451;2604;0;8910;-557;876;-244;82;;;;;;1;31;180;0;2773;5270;1;6206;1565;1139;233;362;284
France;Données temps réel;2022-01-11;01:00;2022-01-11T01:00:00+01:00;64029;65500;64200;212;1125;7183;46579;2665;0;6776;-1758;866;381;75;600;-10;149;-2847;3087;1;31;180;0;2809;4375;1;5845;883;48;233;355;285
France;Données temps réel;2022-01-11;03:15;2022-01-11T03:15:00+01:00;61834;63000;61700;212;990;8095;47115;2434;0;6201;-3077;879;-1015;80;;;;;;1;31;180;0;2822;5273;1;5605;555;41;230;366;285
France;Données temps réel;2022-01-11;03:30;2022-01-11T03:30:00+01:00;61145;62700;61300;212;969;7729;46965;2416;0;6185;-3098;875;-1108;78;-138;-541;-216;-2785;2855;1;31;180;0;2824;4905;1;5620;532;33;228;367;285
France;Données temps réel;2022-01-11;04:30;2022-01-11T04:30:00+01:00;60590;62100;60600;212;937;7222;47068;2510;0;6159;-3138;885;-1265;75;285;230;-632;-2960;2277;1;31;180;0;2789;4433;1;5609;534;16;233;366;285
France;Données temps réel;2022-01-11;07:15;2022-01-11T07:15:00+01:00;74037;75650;73950;213;1826;8429;47432;2752;0;9268;-1299;886;4530;86;;;;;;2;31;180;0;2778;5652;1;6240;2931;97;229;366;285
France;Données temps réel;2022-01-11;08:30;2022-01-11T08:30:00+01:00;78693;79800;78700;213;1735;8662;47516;2781;250;11016;-20;876;5664;83;2014;2378;-2059;-1839;5447;2;31;180;0;2820;5842;1;6494;3276;1246;228;363;285
France;Données temps réel;2022-01-11;08:45;2022-01-11T08:45:00+01:00;79047;79900;78850;212;1742;8759;47485;2741;306;11163;-20;873;5786;83;;;;;;1;31;180;0;2825;5935;1;6437;3375;1351;227;364;285
France;Données temps réel;2022-01-11;09:00;2022-01-11T09:00:00+01:00;79022;80000;79000;213;1735;8768;47530;2729;388;11030;-20;878;5771;83;2007;2043;-1429;-475;3876;2;31;180;0;2827;5942;1;6448;3241;1341;230;365;285
France;Données temps réel;2022-01-11;09:15;2022-01-11T09:15:00+01:00;78986;79800;79200;213;1812;8704;47513;2749;656;10833;-20;896;5630;84;;;;;;2;31;180;0;2824;5880;1;6476;3055;1302;244;365;285
France;Données temps réel;2022-01-11;09:45;2022-01-11T09:45:00+01:00;79336;79400;79150;212;1820;8581;47522;2619;1351;10062;-20;871;6318;83;;;;;;1;31;180;0;2823;5758;1;6390;2793;879;225;364;285
France;Données temps réel;2022-01-11;10:00;2022-01-11T10:00:00+01:00;78938;79200;78900;213;1719;8542;47515;2554;1768;10446;-32;874;5339;81;1383;2542;-1220;-1379;3338;2;31;180;0;2826;5716;1;6349;2918;1179;223;365;285
France;Données temps réel;2022-01-11;12:15;2022-01-11T12:15:00+01:00;78523;78450;78700;212;1770;8075;47487;2048;4541;10085;-32;852;3485;77;;;;;;1;31;180;0;2790;5285;1;5993;2812;1280;210;358;285
France;Données temps réel;2022-01-11;13:45;2022-01-11T13:45:00+01:00;75454;75950;75600;212;1742;8173;47341;1917;4842;8653;-291;838;2027;79;;;;;;1;31;180;0;2768;5405;1;5878;2107;668;205;350;285
France;Données temps réel;2022-01-11;16:15;2022-01-11T16:15:00+01:00;71159;71050;71050;213;1613;8080;47444;2032;1637;9795;-609;886;68;80;;;;;;2;31;180;0;2810;5271;1;6149;3105;541;226;377;285
France;Données temps réel;2022-01-11;17:00;2022-01-11T17:00:00+01:00;71954;71600;71300;212;1610;8458;47408;2138;474;9956;-601;883;1416;83;-105;2497;-543;-1026;2728;1;31;180;0;2799;5659;1;6268;3229;459;224;377;285
France;Données temps réel;2022-01-11;18:45;2022-01-11T18:45:00+01:00;80017;80500;79500;212;1413;8758;47201;2631;0;13131;-20;878;5813;77;;;;;;1;31;180;0;2846;5913;1;6858;4085;2188;228;365;285
France;Données temps réel;2022-01-11;19:30;2022-01-11T19:30:00+01:00;79981;80700;79600;213;1403;8702;47370;2682;0;12924;-20;872;5835;77;530;2200;-66;-281;4210;2;31;180;0;2866;5836;1;6868;3972;2084;233;358;285
France;Données temps réel;2022-01-11;20:00;2022-01-11T20:00:00+01:00;78141;78200;77100;213;1396;8598;47488;2649;0;11473;-20;875;5469;78;-309;2207;645;-884;3001;2;31;180;0;2873;5725;1;6754;3298;1421;230;357;285
France;Données temps réel;2022-01-11;20:30;2022-01-11T20:30:00+01:00;75894;76200;75100;211;1438;8724;47473;2502;0;11076;-20;850;3640;79;-309;2207;645;-744;3526;0;31;180;0;2864;5860;1;6516;3010;1550;226;347;285
France;Données temps réel;2022-01-11;21:15;2022-01-11T21:15:00+01:00;72936;73300;72200;212;1413;8559;47371;2411;0;9587;-20;863;2540;80;;;;;;1;31;180;0;2814;5745;1;6257;2547;783;227;356;285
France;Données temps réel;2022-01-11;23:15;2022-01-11T23:15:00+01:00;72207;73450;72350;212;1401;8520;47379;2109;0;8122;-2381;848;5997;85;;;;;;1;31;180;0;2824;5697;1;5882;2001;239;222;342;285
France;Données temps réel;2022-01-11;23:30;2022-01-11T23:30:00+01:00;71327;73000;71900;212;1383;8416;47353;2150;0;7951;-2383;849;5396;84;1234;2200;-701;-2660;6485;1;31;180;0;2829;5587;1;5873;1893;185;222;343;285
France;Données temps réel;2022-01-12;00:15;2022-01-12T00:15:00+01:00;70399;69900;70200;212;1462;8183;47389;2151;0;7679;-1909;850;4382;84;;;;;;2;30;180;0;2645;5538;1;5810;1692;177;212;345;285
France;Données temps réel;2022-01-12;01:45;2022-01-12T01:45:00+01:00;67695;68100;68350;211;1383;7954;46691;2331;0;6485;-2857;841;4656;85;;;;;;1;30;180;0;2627;5328;1;5540;901;44;218;342;285
France;Données temps réel;2022-01-12;02:30;2022-01-12T02:30:00+01:00;66613;66700;66900;211;1404;7844;46034;2392;0;6432;-2675;850;4121;85;1587;2382;-1301;-2962;4605;1;30;180;0;2624;5221;1;5521;911;0;223;345;285
France;Données temps réel;2022-01-12;03:30;2022-01-12T03:30:00+01:00;64765;64300;64900;211;971;7335;46471;2396;0;6191;-2947;853;3284;76;1689;2468;-1566;-2801;3720;1;30;180;0;2623;4712;1;5498;693;0;225;344;285
France;Données temps réel;2022-01-12;04:00;2022-01-12T04:00:00+01:00;64307;63700;64500;210;954;7206;47295;2403;0;6170;-3444;852;2661;75;1635;2772;-1657;-2941;3099;0;30;180;0;2623;4583;1;5436;734;0;228;343;285
France;Données temps réel;2022-01-12;04:45;2022-01-12T04:45:00+01:00;64806;64150;65100;212;1387;7353;47770;2351;0;6453;-3356;853;1783;81;;;;;;2;30;180;0;2626;4728;1;5425;1028;0;226;341;285
France;Données temps réel;2022-01-12;08:00;2022-01-12T08:00:00+01:00;80171;79800;80200;212;1818;8923;47949;2417;172;12311;-21;852;5538;83;2014;2050;-440;-342;2779;2;30;180;0;2839;6084;1;6669;4007;1635;222;343;285
France;Données temps réel;2022-01-12;08:30;2022-01-12T08:30:00+01:00;81916;80800;82200;211;1790;8941;47900;2340;241;13842;-20;843;5828;81;2014;2050;-440;-342;2779;1;30;180;0;2840;6101;1;6757;4568;2517;223;340;285
France;Données temps réel;2022-01-12;10:00;2022-01-12T10:00:00+01:00;81966;80900;82000;211;1761;8860;47904;2362;1831;13880;-20;857;4320;79;1335;2050;-954;-271;2583;2;30;179;0;2844;6017;1;6698;4619;2563;222;346;285
France;Données temps réel;2022-01-12;10:30;2022-01-12T10:30:00+01:00;81876;80800;81900;211;1759;8644;47969;2259;2709;12896;-20;852;4597;78;1335;2050;-954;-271;2774;1;30;180;0;2832;5812;1;6508;4503;1885;220;352;285
France;Données temps réel;2022-01-12;14:30;2022-01-12T14:30:00+01:00;75741;75400;76500;211;1745;8226;47798;1806;4349;8983;-387;860;2150;79;1733;2150;47;-2020;999;1;30;180;0;2792;5435;1;6034;2585;364;226;350;285
France;Données temps réel;2022-01-12;14:45;2022-01-12T14:45:00+01:00;74781;74400;75400;211;1705;8249;47803;1775;4245;8875;-399;857;1460;79;;;;;;1;30;180;0;2792;5458;1;6173;2334;368;221;351;285
France;Données temps réel;2022-01-12;16:15;2022-01-12T16:15:00+01:00;73221;72450;73550;211;1569;8569;47313;1836;1674;8906;-77;851;2369;82;;;;;;1;30;180;329;2794;5445;1;6309;2260;337;226;343;285
France;Données temps réel;2022-01-12;17:45;2022-01-12T17:45:00+01:00;77771;76200;77900;212;1759;9103;47352;2255;196;11766;-20;854;4294;85;;;;;;2;30;180;345;2808;5949;1;6642;3553;1571;223;343;285
France;Données temps réel;2022-01-12;20:00;2022-01-12T20:00:00+01:00;79485;78400;80400;917;1606;8917;47231;2894;0;13169;-20;852;3919;86;1425;1400;979;-1341;2371;707;30;180;355;2904;5657;1;6957;3983;2229;225;345;285
France;Données temps réel;2022-01-12;20:45;2022-01-12T20:45:00+01:00;76025;74850;76600;211;1370;8563;47264;3053;0;9922;-20;850;4812;79;;;;;;1;30;180;0;2830;5734;1;6675;2500;747;228;343;285
France;Données temps réel;2022-01-12;21:00;2022-01-12T21:00:00+01:00;74900;73800;75500;212;1362;8512;47268;3056;0;9416;-20;856;4238;79;1602;-619;901;-2709;5870;2;30;180;0;2825;5688;1;6684;2284;448;223;348;285
France;Données temps réel;2022-01-12;22:15;2022-01-12T22:15:00+01:00;71794;71000;72400;212;1389;8594;46957;2982;0;7285;-1094;862;4607;84;;;;;;2;30;180;0;2832;5763;1;6176;867;242;228;344;285
France;Données temps réel;2022-01-12;23:15;2022-01-12T23:15:00+01:00;73483;73400;74600;212;1401;8573;46983;3149;0;7812;-1479;861;5971;84;;;;;;2;30;180;0;2841;5733;1;6132;1441;239;229;346;285
France;Données temps réel;2022-01-13;00:15;2022-01-13T00:15:00+01:00;72312;72000;71800;213;1440;8477;47342;3145;0;7616;-1609;877;4811;84;;;;;;2;31;180;0;2849;5628;1;5834;1545;237;230;354;285
France;Données temps réel;2022-01-13;02:45;2022-01-13T02:45:00+01:00;68426;68300;68450;212;1367;7787;47126;2880;0;6313;-2546;874;4413;82;;;;;;1;31;180;0;2850;4937;1;5627;657;29;233;359;285
France;Données temps réel;2022-01-13;03:30;2022-01-13T03:30:00+01:00;66749;67000;66900;213;1390;7526;46532;2769;0;6452;-3027;879;4015;83;1280;640;-2669;-2955;8022;2;31;180;0;2850;4676;1;5648;771;33;231;357;285
France;Données temps réel;2022-01-13;04:00;2022-01-13T04:00:00+01:00;65930;66200;66100;213;1023;7440;47180;2744;0;6304;-3595;873;3748;77;1402;469;-2662;-2989;7654;2;31;180;0;2848;4592;1;5632;643;29;231;359;285
France;Données temps réel;2022-01-13;04:45;2022-01-13T04:45:00+01:00;66416;66700;66700;212;957;7510;47179;2669;0;5986;-2713;866;3750;76;;;;;;1;31;180;0;2843;4668;1;5541;445;0;234;357;285
France;Données temps réel;2022-01-13;05:45;2022-01-13T05:45:00+01:00;69520;70050;69800;213;1064;7758;47294;2487;0;6240;-2152;881;5735;78;;;;;;2;31;180;0;2847;4911;1;5626;614;0;232;358;285
France;Données temps réel;2022-01-13;06:45;2022-01-13T06:45:00+01:00;75409;76550;75550;212;1664;8502;47272;2512;0;8649;-30;878;5750;84;;;;;;1;31;180;0;2851;5652;1;6095;2355;199;227;361;285
France;Données temps réel;2022-01-13;11:45;2022-01-13T11:45:00+01:00;82205;82700;82200;212;1750;8543;47706;1784;4349;9832;-21;867;7183;80;;;;;;1;31;180;0;2842;5701;1;6339;3065;428;224;361;285
France;Données temps réel;2022-01-13;14:00;2022-01-13T14:00:00+01:00;77503;78200;77500;211;1650;7854;47509;1766;4792;7241;-689;863;6306;79;1874;2024;-1874;-2278;6123;0;31;180;0;2813;5041;1;5841;1381;19;227;359;285
France;Données temps réel;2022-01-13;15:45;2022-01-13T15:45:00+01:00;73400;74450;73650;213;1734;8193;47694;1740;2564;7831;-1059;882;3608;84;;;;;;2;31;180;0;2759;5434;1;5988;1619;224;232;362;285
France;Données temps réel;2022-01-13;16:00;2022-01-13T16:00:00+01:00;73351;74200;73300;212;1686;8370;47709;1776;2041;7963;-1085;883;3796;84;965;2543;-1148;-2377;3601;1;31;180;0;2757;5613;1;6027;1646;290;236;366;285
France;Données temps réel;2022-01-13;16:15;2022-01-13T16:15:00+01:00;73352;74300;73400;211;1749;8182;47727;1739;1601;8453;-386;876;3200;83;;;;;;0;31;180;0;2756;5426;1;6211;1833;409;233;364;285
France;Données temps réel;2022-01-13;16:30;2022-01-13T16:30:00+01:00;73346;74400;73500;212;1734;8070;47752;1836;1167;8445;-64;902;3292;83;965;2543;-1148;-2377;3601;1;31;180;0;2747;5324;1;6252;1827;366;241;365;285
France;Données temps réel;2022-01-13;19:45;2022-01-13T19:45:00+01:00;81719;81900;81050;211;1674;8758;48069;2816;0;13208;-20;876;6127;79;;;;;;0;31;180;0;2824;5934;1;6813;4168;2227;232;363;285
France;Données temps réel;2022-01-13;20:00;2022-01-13T20:00:00+01:00;80777;81000;80200;213;1657;8705;48083;2758;0;13022;-20;889;5470;79;-502;1938;995;-1150;4190;2;31;180;0;2821;5885;1;6851;4074;2097;240;363;285
France;Données temps réel;2022-01-13;20:30;2022-01-13T20:30:00+01:00;78682;78700;77900;212;1491;8519;48059;2714;0;11841;-20;877;4989;78;-502;1938;995;-1150;4190;1;31;180;0;2810;5709;1;6725;3423;1693;231;367;285
France;Données temps réel;2022-01-13;21:00;2022-01-13T21:00:00+01:00;76789;76600;75800;213;1336;8334;48028;2695;0;10406;-21;905;4893;76;1048;206;869;-1259;4737;2;31;180;0;2819;5515;1;6582;2677;1147;244;376;285
France;Données temps réel;2022-01-13;22:30;2022-01-13T22:30:00+01:00;74235;74000;73300;212;1340;7979;47962;2576;0;8345;-448;904;5365;78;1798;666;995;-2250;4729;1;31;180;0;2809;5170;1;6014;1340;991;244;384;285
France;Données temps réel;2022-01-14;01:30;2022-01-14T01:30:00+01:00;71767;71400;72600;213;1392;8090;47937;1658;0;6960;-1080;907;5690;82;1942;1128;670;-3200;5661;2;31;180;0;2778;5312;1;5369;1189;402;247;373;285
